Id,Category,Date,Day_Num,Day,Time_Num,District,Latitude,Longitude
747,Home,2016/3/10,4,Thu,5,Wanhua,25.0346823,121.5020786
748,Home,2016/3/10,4,Thu,6,Daan,25.0428162,121.5442226
749,Home,2016/3/11,5,Fri,1,Shilin,25.0875794,121.5052877
750,Home,2016/3/11,5,Fri,1,Shilin,25.0868967,121.5057126
751,Home,2016/3/12,6,Sat,1,Songshan,25.0496729,121.5691247
752,Home,2016/3/13,7,Sun,3,Songshan,25.051926,121.5642637
753,Home,2016/3/14,1,Mon,6,Shilin,25.105136,121.521093
754,Home,2016/3/14,1,Mon,6,Xinyi,25.0244688,121.5710908
755,Home,2016/3/14,1,Mon,7,Zhongshan,25.0604257,121.5264588
756,Home,2016/3/14,1,Mon,7,Zhongshan,25.0586777,121.5257019
757,Home,2016/3/14,1,Mon,8,Zhongshan,25.0449154,121.5384536
758,Home,2016/3/15,2,Tue,5,Zhongshan,25.048525,121.523245
759,Home,2016/3/16,3,Wed,3,Shilin,25.1105764,121.5523084
760,Home,2016/3/16,3,Wed,7,Beitou,25.1455888,121.4948967
761,Home,2016/3/17,4,Thu,3,Zhongzheng,25.0284444,121.5203713
762,Home,2016/3/18,5,Fri,3,Daan,25.0250135,121.5448232
763,Home,2016/3/18,5,Fri,8,Zhongshan,25.0586777,121.5257019
764,Home,2016/3/20,7,Sun,5,Zhongzheng,25.0107676,121.5330347
765,Home,2016/3/20,7,Sun,6,Zhongshan,25.080659,121.526509
766,Home,2016/3/21,1,Mon,4,Shilin,25.12252,121.526962
767,Home,2016/3/21,1,Mon,8,Zhongshan,25.0613344,121.524635
768,Home,2016/3/22,2,Tue,6,Daan,25.0388533,121.5506081
769,Home,2016/3/23,3,Wed,1,Shilin,25.1125094,121.5289962
770,Home,2016/3/23,3,Wed,8,Zhongzheng,25.0221677,121.5258721
771,Home,2016/3/24,4,Thu,7,Zhongshan,25.0548889,121.5288284
772,Home,2016/3/25,5,Fri,1,Neihu,25.0864375,121.5573647
773,Home,2016/3/28,1,Mon,7,Wanhua,25.0214346,121.4946658
774,Home,2016/3/28,1,Mon,8,Daan,25.0339724,121.5483704
775,Home,2016/3/30,3,Wed,4,Neihu,25.0774328,121.5800252
776,Home,2016/3/30,3,Wed,8,Beitou,25.1371817,121.5001847
777,Home,2016/3/31,4,Thu,8,Shilin,25.0981643,121.5412173
778,Home,2016/4/1,5,Fri,6,Wanhua,25.0324182,121.5044328
779,Home,2016/4/1,5,Fri,8,Xinyi,25.046597,121.578015
780,Home,2016/4/2,6,Sat,7,Xinyi,25.0431247,121.5829969
781,Home,2016/4/3,7,Sun,5,Wanhua,25.0254958,121.5046556
782,Home,2016/4/3,7,Sun,5,Wanhua,25.0254958,121.5046556
783,Home,2016/4/3,7,Sun,6,Beitou,25.1140843,121.5238046
784,Home,2016/4/3,7,Sun,7,Wanhua,25.0364893,121.5025694
785,Home,2016/4/4,1,Mon,3,Beitou,25.131082,121.500088
786,Home,2016/4/4,1,Mon,4,Beitou,25.1084302,121.5182688
787,Home,2016/4/5,2,Tue,8,Daan,25.0303916,121.5223252
788,Home,2016/4/6,3,Wed,6,Datong,25.0655341,121.5094466
789,Home,2016/4/7,4,Thu,3,Wenshan,25.0033299,121.5514039
790,Home,2016/4/7,4,Thu,4,Zhongzheng,25.0342563,121.5075713
791,Home,2016/4/7,4,Thu,5,Datong,25.069009,121.516003
792,Home,2016/4/8,5,Fri,5,Datong,25.0567183,121.515374
793,Home,2016/4/8,5,Fri,7,Nangang,25.04224,121.619349
794,Home,2016/4/8,5,Fri,7,Songshan,25.056694,121.546333
795,Home,2016/4/9,6,Sat,7,Wanhua,25.0275063,121.5030806
796,Home,2016/4/10,7,Sun,1,Wenshan,24.988767,121.552995
797,Home,2016/4/10,7,Sun,6,Songshan,25.0515093,121.5693895
798,Home,2016/4/10,7,Sun,8,Neihu,25.0723414,121.6105088
799,Home,2016/4/11,1,Mon,7,Neihu,25.0786078,121.589824
800,Home,2016/4/13,3,Wed,7,Shilin,25.081763,121.520467
801,Home,2016/4/14,4,Thu,1,Zhongshan,25.0476381,121.5333815
802,Home,2016/4/14,4,Thu,1,Songshan,25.0496729,121.5691247
803,Home,2016/4/14,4,Thu,3,Wenshan,25.0013549,121.552199
804,Home,2016/4/14,4,Thu,7,Shilin,25.086769,121.508438
805,Home,2016/4/15,5,Fri,4,Daan,25.0245266,121.528199
806,Home,2016/4/15,5,Fri,4,Daan,25.0351258,121.5573928
807,Home,2016/4/16,6,Sat,1,Shilin,25.1077034,121.5313827
808,Home,2016/4/16,6,Sat,3,Beitou,25.139911,121.533058
809,Home,2016/4/16,6,Sat,8,Zhongzheng,25.0272215,121.5102955
810,Home,2016/4/18,1,Mon,8,Zhongzheng,25.0259702,121.5119463
811,Home,2016/4/19,2,Tue,1,Zhongzheng,25.0273402,121.5101562
812,Home,2016/4/19,2,Tue,7,Wenshan,25.0068444,121.5393967
813,Home,2016/4/19,2,Tue,7,Datong,25.054353,121.510307
814,Home,2016/4/19,2,Tue,7,Beitou,25.1180993,121.51405
815,Home,2016/4/19,2,Tue,8,Neihu,25.0846722,121.5609399
816,Home,2016/4/20,3,Wed,7,Zhongzheng,25.0272215,121.5102955
817,Home,2016/4/21,4,Thu,1,Zhongshan,25.0633209,121.5350811
818,Home,2016/4/21,4,Thu,6,Beitou,25.129682,121.528045
819,Home,2016/4/23,6,Sat,2,Beitou,25.1394116,121.4981165
820,Home,2016/4/24,7,Sun,2,Zhongzheng,25.021838,121.5250716
821,Home,2016/4/24,7,Sun,3,Nangang,25.0385909,121.5900619
822,Home,2016/4/24,7,Sun,4,Xinyi,25.0431834,121.570373
823,Home,2016/4/25,1,Mon,2,Zhongshan,25.065211,121.5293055
824,Home,2016/4/25,1,Mon,4,Daan,25.0396433,121.5462231
825,Home,2016/4/25,1,Mon,4,Wanhua,25.031456,121.490665
826,Home,2016/4/25,1,Mon,8,Songshan,25.054026,121.545534
827,Home,2016/4/25,1,Mon,8,Beitou,25.123002,121.513702
828,Home,2016/4/25,1,Mon,8,Beitou,25.123002,121.513702
829,Home,2016/4/26,2,Tue,2,Wanhua,25.0254234,121.5017454
830,Home,2016/4/26,2,Tue,5,Zhongshan,25.0590072,121.5309119
831,Home,2016/4/27,3,Wed,2,Xinyi,25.0424718,121.5828219
832,Home,2016/4/27,3,Wed,2,Zhongshan,25.0505507,121.5262629
833,Home,2016/4/27,3,Wed,3,Neihu,25.0638906,121.5853986
834,Home,2016/4/27,3,Wed,5,Datong,25.0482396,121.5082797
835,Home,2016/4/27,3,Wed,6,Daan,25.0407239,121.545759
836,Home,2016/4/27,3,Wed,6,Nangang,25.0583266,121.5950937
837,Home,2016/4/29,5,Fri,7,Zhongzheng,25.0265755,121.5078696
838,Home,2016/4/30,6,Sat,4,Datong,25.0663286,121.5181052
839,Home,2016/5/1,7,Sun,4,Daan,25.0183074,121.5509061
840,Home,2016/5/1,7,Sun,8,Daan,25.0401451,121.5560157
841,Home,2016/5/2,1,Mon,4,Datong,25.0529685,121.5122424
842,Home,2016/5/2,1,Mon,5,Songshan,25.053503,121.550349
843,Home,2016/5/3,2,Tue,7,Daan,25.0345536,121.5543984
844,Home,2016/5/5,4,Thu,5,Datong,25.0663286,121.5181052
845,Home,2016/5/6,5,Fri,1,Nangang,25.0548991,121.6012955
846,Home,2016/5/8,7,Sun,3,Datong,25.055896,121.517093
847,Home,2016/5/8,7,Sun,3,Neihu,25.0735706,121.6182154
848,Home,2016/5/8,7,Sun,7,Daan,25.0309495,121.5382768
849,Home,2016/5/9,1,Mon,7,Zhongshan,25.082533,121.546126
850,Home,2016/5/10,2,Tue,5,Shilin,25.0983138,121.5261883
851,Home,2016/5/10,2,Tue,7,Wanhua,25.0307549,121.5016108
852,Home,2016/5/11,3,Wed,8,Daan,25.035322,121.554564
853,Home,2016/5/12,4,Thu,1,Daan,25.0400232,121.5508746
854,Home,2016/5/12,4,Thu,4,Wenshan,24.9851891,121.5619975
855,Home,2016/5/12,4,Thu,6,Wenshan,24.9955854,121.5614762
856,Home,2016/5/13,5,Fri,3,Zhongshan,25.0613244,121.5296175
857,Home,2016/5/13,5,Fri,6,Daan,25.0330113,121.5454284
858,Home,2016/5/13,5,Fri,6,Wanhua,25.0264692,121.4934782
859,Home,2016/5/13,5,Fri,6,Wanhua,25.0209749,121.5021641
860,Home,2016/5/13,5,Fri,8,Wanhua,25.0267642,121.5031259
861,Home,2016/5/14,6,Sat,5,Shilin,25.1187026,121.5367299
862,Home,2016/5/15,7,Sun,1,Zhongzheng,25.0286917,121.5136586
863,Home,2016/5/15,7,Sun,4,Zhongshan,25.057841,121.5271758
864,Home,2016/5/15,7,Sun,7,Datong,25.0721495,121.5096567
865,Home,2016/5/18,3,Wed,7,Wanhua,25.0395722,121.5019266
866,Home,2016/5/20,5,Fri,1,Neihu,25.0763074,121.6226305
867,Home,2016/5/20,5,Fri,6,Wanhua,25.025444,121.4937235
868,Home,2016/5/21,6,Sat,2,Beitou,25.144214,121.506524
869,Home,2016/5/21,6,Sat,2,Zhongshan,25.0633209,121.5350811
870,Home,2016/5/22,7,Sun,3,Datong,25.0741249,121.5149807
871,Home,2016/5/22,7,Sun,5,Shilin,25.0966313,121.5282491
872,Home,2016/5/24,2,Tue,5,Neihu,25.0822659,121.5785903
873,Home,2016/5/26,4,Thu,6,Beitou,25.13445,121.528537
874,Home,2016/5/28,6,Sat,8,Wenshan,24.987622,121.570813
875,Home,2016/5/30,1,Mon,4,Nangang,25.0430491,121.5857591
876,Home,2016/5/30,1,Mon,5,Daan,25.0281944,121.5546318
877,Home,2016/5/31,2,Tue,1,Nangang,25.0559759,121.600545
878,Home,2016/6/1,3,Wed,5,Beitou,25.123002,121.513702
879,Home,2016/6/1,3,Wed,5,Neihu,25.0864375,121.5573647
880,Home,2016/6/2,4,Thu,5,Shilin,25.0809179,121.522201
881,Home,2016/6/3,5,Fri,5,Daan,25.0282848,121.5524325
882,Home,2016/6/3,5,Fri,5,Wenshan,24.990607,121.542867
883,Home,2016/6/4,6,Sat,3,Zhongzheng,25.0457944,121.5131252
884,Home,2016/6/4,6,Sat,4,Songshan,25.0582717,121.5606811
885,Home,2016/6/5,7,Sun,3,Shilin,25.083567,121.5112049
886,Home,2016/6/5,7,Sun,8,Xinyi,25.0368853,121.5700912
887,Home,2016/6/6,1,Mon,1,Datong,25.0706194,121.5152177
888,Home,2016/6/6,1,Mon,2,Wenshan,25.0014573,121.5462828
889,Home,2016/6/6,1,Mon,3,Shilin,25.1118005,121.5304785
890,Home,2016/6/6,1,Mon,4,Shilin,25.0823432,121.511771
891,Home,2016/6/8,3,Wed,5,Beitou,25.125028,121.526184
892,Home,2016/6/9,4,Thu,3,Neihu,25.072837,121.617992
893,Home,2016/6/9,4,Thu,5,Daan,25.0318503,121.5478463
894,Home,2016/6/9,4,Thu,8,Beitou,25.1192968,121.5149626
895,Home,2016/6/9,4,Thu,8,Beitou,25.123002,121.513702
896,Home,2016/6/10,5,Fri,5,Wanhua,25.0321164,121.4937201
897,Home,2016/6/11,6,Sat,4,Zhongzheng,25.029376,121.5069657
898,Home,2016/6/11,6,Sat,5,Wenshan,24.9811148,121.5588586
899,Home,2016/6/12,7,Sun,2,Beitou,25.1446761,121.4940272
900,Home,2016/6/12,7,Sun,6,Shilin,25.109287,121.5246091
901,Home,2016/6/13,1,Mon,6,Wenshan,24.994555,121.540269
902,Home,2016/6/13,1,Mon,6,Beitou,25.12276,121.5240059
903,Home,2016/6/14,2,Tue,1,Beitou,25.1383893,121.4994745
904,Home,2016/6/14,2,Tue,1,Zhongzheng,25.0332459,121.5183242
905,Home,2016/6/14,2,Tue,7,Nangang,25.0567315,121.6069894
906,Home,2016/6/14,2,Tue,7,Nangang,25.0567315,121.6069894
907,Home,2016/6/15,3,Wed,3,Daan,25.0285505,121.5461622
908,Home,2016/6/16,4,Thu,4,Wenshan,24.9999007,121.5738901
909,Home,2016/6/17,5,Fri,3,Nangang,25.048193,121.614743
910,Home,2016/6/17,5,Fri,3,Nangang,25.055555,121.606212
911,Home,2016/6/18,6,Sat,3,Shilin,25.0986765,121.5326079
912,Home,2016/6/18,6,Sat,5,Beitou,25.123002,121.513702
913,Home,2016/6/19,7,Sun,3,Wenshan,24.9905928,121.5477583
914,Home,2016/6/19,7,Sun,7,Beitou,25.1294939,121.4714909
915,Home,2016/6/20,1,Mon,7,Neihu,25.078256,121.595349
916,Home,2016/6/21,2,Tue,5,Daan,25.0308633,121.5403663
917,Home,2016/6/21,2,Tue,8,Daan,25.0325329,121.5556591
918,Home,2016/6/22,3,Wed,1,Zhongshan,25.0562092,121.5243368
919,Home,2016/6/22,3,Wed,1,Zhongshan,25.0562092,121.5243368
920,Home,2016/6/23,4,Thu,3,Datong,25.0722368,121.5140671
921,Home,2016/6/23,4,Thu,3,Shilin,25.129271,121.539709
922,Home,2016/6/24,5,Fri,2,Wanhua,25.029291,121.500867
923,Home,2016/6/24,5,Fri,7,Neihu,25.0754461,121.61336
924,Home,2016/6/25,6,Sat,2,Neihu,25.0558875,121.5745177
925,Home,2016/6/25,6,Sat,3,Shilin,25.1066166,121.5300736
926,Home,2016/6/25,6,Sat,4,Daan,25.033616,121.550768
927,Home,2016/6/26,7,Sun,1,Daan,25.0325329,121.5556591
928,Home,2016/6/28,2,Tue,6,Neihu,25.0684753,121.5862348
929,Home,2016/6/29,3,Wed,4,Zhongzheng,25.015206,121.530709
930,Home,2016/6/29,3,Wed,4,Shilin,25.10979,121.5322665
931,Home,2016/6/29,3,Wed,5,Wanhua,25.0264692,121.4934782
932,Home,2016/6/29,3,Wed,6,Shilin,25.1227941,121.530999
933,Home,2016/6/30,4,Thu,6,Nangang,25.0418951,121.6186633
934,Home,2016/6/30,4,Thu,8,Zhongshan,25.067065,121.5322013
935,Home,2016/7/1,5,Fri,1,Xinyi,25.0410807,121.5832758
936,Home,2016/7/1,5,Fri,2,Wanhua,25.0229819,121.4955327
937,Home,2016/7/1,5,Fri,4,Wanhua,25.0346823,121.5020786
938,Home,2016/7/1,5,Fri,5,Shilin,25.1469696,121.552308
939,Home,2016/7/2,6,Sat,3,Neihu,25.0690878,121.6152815
940,Home,2016/7/2,6,Sat,5,Datong,25.064691,121.510791
941,Home,2016/7/3,7,Sun,2,Datong,25.060083,121.519999
942,Home,2016/7/4,1,Mon,4,Beitou,25.1291782,121.4988901
943,Home,2016/7/4,1,Mon,4,Wanhua,25.0313487,121.4907441
944,Home,2016/7/4,1,Mon,4,Wanhua,25.0317376,121.4902484
945,Home,2016/7/4,1,Mon,5,Xinyi,25.029235,121.564165
946,Home,2016/7/4,1,Mon,7,Zhongzheng,25.0383572,121.5193604
947,Home,2016/7/5,2,Tue,2,Neihu,25.067923,121.5862124
948,Home,2016/7/5,2,Tue,3,Beitou,25.171436,121.538871
949,Home,2016/7/5,2,Tue,3,Shilin,25.109471,121.5241336
950,Home,2016/7/5,2,Tue,3,Beitou,25.171436,121.538871
951,Home,2016/7/5,2,Tue,5,Wanhua,25.0338357,121.49971
952,Home,2016/7/5,2,Tue,6,Zhongshan,25.0581353,121.5296493
953,Home,2016/7/6,3,Wed,1,Zhongshan,25.06767,121.541259
954,Home,2016/7/6,3,Wed,2,Zhongshan,25.0652746,121.5411129
955,Home,2016/7/6,3,Wed,3,Shilin,25.1262325,121.5356467
956,Home,2016/7/7,4,Thu,5,Daan,25.0209763,121.5528956
957,Home,2016/7/7,4,Thu,5,Nangang,25.0591669,121.6125731
958,Home,2016/7/9,6,Sat,4,Datong,25.0522884,121.512181
959,Home,2016/7/10,7,Sun,4,Songshan,25.0591259,121.548521
960,Home,2016/7/10,7,Sun,4,Songshan,25.054497,121.5687966
961,Home,2016/7/10,7,Sun,6,Beitou,25.1299867,121.4991246
962,Home,2016/7/11,1,Mon,8,Beitou,25.1133164,121.5243694
963,Home,2016/7/12,2,Tue,4,Shilin,25.111523,121.540323
964,Home,2016/7/13,3,Wed,1,Wanhua,25.040533,121.503437
965,Home,2016/7/13,3,Wed,1,Beitou,25.1598176,121.5350323
966,Home,2016/7/14,4,Thu,4,Nangang,25.048353,121.6138142
967,Home,2016/7/15,5,Fri,1,Songshan,25.0496798,121.571869
968,Home,2016/7/16,6,Sat,8,Wenshan,25.0003486,121.5406805
969,Home,2016/7/16,6,Sat,8,Datong,25.0516115,121.5117544
970,Home,2016/7/17,7,Sun,4,Zhongshan,25.0678733,121.5236812
971,Home,2016/7/19,2,Tue,8,Zhongshan,25.0488164,121.5404168
972,Home,2016/7/20,3,Wed,1,Zhongzheng,25.0253934,121.5212684
973,Home,2016/7/20,3,Wed,5,Datong,25.0530963,121.5191378
974,Home,2016/7/21,4,Thu,4,Beitou,25.135721,121.508193
975,Home,2016/7/21,4,Thu,7,Wenshan,25.003469,121.570798
976,Home,2016/7/22,5,Fri,1,Shilin,25.1451059,121.561119
977,Home,2016/7/22,5,Fri,3,Neihu,25.0557883,121.5846401
978,Home,2016/7/22,5,Fri,4,Wanhua,25.0388957,121.5041103
979,Home,2016/7/22,5,Fri,7,Zhongshan,25.0558319,121.538936
980,Home,2016/7/23,6,Sat,8,Zhongzheng,25.0333402,121.5062124
981,Home,2016/7/25,1,Mon,5,Songshan,25.0650493,121.5659252
982,Home,2016/7/26,2,Tue,7,Shilin,25.0925323,121.5054411
983,Home,2016/7/27,3,Wed,1,Zhongshan,25.067982,121.538412
984,Home,2016/7/27,3,Wed,1,Zhongshan,25.067313,121.539788
985,Home,2016/7/27,3,Wed,6,Shilin,25.1191154,121.5636809
986,Home,2016/7/28,4,Thu,3,Nangang,25.0420264,121.5877587
987,Home,2016/7/28,4,Thu,8,Beitou,25.1096999,121.516577
988,Home,2016/7/29,5,Fri,1,Zhongshan,25.0628844,121.5280983
989,Home,2016/7/31,7,Sun,1,Daan,25.0325329,121.5556591
990,Home,2016/7/31,7,Sun,8,Xinyi,25.036479,121.579016
991,Home,2016/7/31,7,Sun,8,Zhongzheng,25.0148136,121.5341071
992,Home,2016/8/1,1,Mon,4,Beitou,25.127496,121.509381
993,Home,2016/8/1,1,Mon,6,Zhongshan,25.0628897,121.5281771
994,Home,2016/8/1,1,Mon,8,Neihu,25.0822303,121.5672968
995,Home,2016/8/1,1,Mon,8,Beitou,25.135721,121.508193
996,Home,2016/8/2,2,Tue,2,Shilin,25.118868,121.526361
997,Home,2016/8/2,2,Tue,2,Zhongshan,25.0635339,121.520902
998,Home,2016/8/5,5,Fri,2,Xinyi,25.0322281,121.5604846
999,Home,2016/8/5,5,Fri,6,Beitou,25.131244,121.5020297
1000,Home,2016/8/8,1,Mon,2,Nangang,25.0560946,121.6130265
1001,Home,2016/8/8,1,Mon,6,Beitou,25.1178339,121.5100692
1002,Home,2016/8/8,1,Mon,6,Beitou,25.1388601,121.4994013
1003,Home,2016/8/8,1,Mon,6,Shilin,25.089797,121.504947
1004,Home,2016/8/9,2,Tue,3,Xinyi,25.0301733,121.5586331
1005,Home,2016/8/9,2,Tue,5,Zhongshan,25.0594195,121.5233012
1006,Home,2016/8/9,2,Tue,7,Shilin,25.0897162,121.511428
1007,Home,2016/8/10,3,Wed,5,Daan,25.035422,121.538315
1008,Home,2016/8/10,3,Wed,6,Shilin,25.126169,121.535684
1009,Home,2016/8/10,3,Wed,6,Zhongshan,25.0578409,121.5441466
1010,Home,2016/8/10,3,Wed,7,Beitou,25.1191612,121.465348
1011,Home,2016/8/11,4,Thu,2,Nangang,25.0560946,121.6130265
1012,Home,2016/8/12,5,Fri,5,Beitou,25.1383699,121.4859133
1013,Home,2016/8/13,6,Sat,8,Neihu,25.0780236,121.5791167
1014,Home,2016/8/14,7,Sun,4,Xinyi,25.0374713,121.5612341
1015,Home,2016/8/15,1,Mon,4,Zhongshan,25.059388,121.539272
1016,Home,2016/8/16,2,Tue,5,Shilin,25.1105034,121.5345333
1017,Home,2016/8/17,3,Wed,2,Zhongzheng,25.0315783,121.5206158
1018,Home,2016/8/17,3,Wed,6,Wenshan,24.9806769,121.5587909
1019,Home,2016/8/18,4,Thu,5,Nangang,25.0443584,121.5938745
1020,Home,2016/8/18,4,Thu,6,Shilin,25.1195978,121.5325851
1021,Home,2016/8/19,5,Fri,1,Daan,25.0276685,121.5549687
1022,Home,2016/8/19,5,Fri,3,Neihu,25.0689281,121.6183404
1023,Home,2016/8/19,5,Fri,7,Shilin,25.1063608,121.5325213
1024,Home,2016/8/20,6,Sat,1,Xinyi,25.0175549,121.56927
1025,Home,2016/8/21,7,Sun,6,Wanhua,25.019287,121.493831
1026,Home,2016/8/22,1,Mon,1,Nangang,25.0430491,121.5857591
1027,Home,2016/8/22,1,Mon,5,Wanhua,25.0253008,121.4927985
1028,Home,2016/8/22,1,Mon,5,Beitou,25.1180993,121.51405
1029,Home,2016/8/23,2,Tue,3,Nangang,25.0459049,121.6145966
1030,Home,2016/8/24,3,Wed,1,Zhongzheng,25.044533,121.512811
1031,Home,2016/8/24,3,Wed,2,Shilin,25.110137,121.562841
1032,Home,2016/8/24,3,Wed,5,Beitou,25.1454502,121.4951769
1033,Home,2016/8/26,5,Fri,2,Zhongshan,25.0551668,121.5256069
1034,Home,2016/8/26,5,Fri,3,Neihu,25.0715028,121.6121792
1035,Home,2016/8/26,5,Fri,7,Datong,25.0718738,121.5146597
1036,Home,2016/8/27,6,Sat,2,Daan,25.0270547,121.5531458
1037,Home,2016/8/27,6,Sat,8,Neihu,25.074201,121.6060548
1038,Home,2016/8/28,7,Sun,1,Neihu,25.065579,121.593307
1039,Home,2016/8/28,7,Sun,3,Xinyi,25.0374713,121.5612341
1040,Home,2016/8/28,7,Sun,4,Daan,25.040702,121.5453235
1041,Home,2016/8/29,1,Mon,2,Neihu,25.0769814,121.5757708
1042,Home,2016/8/29,1,Mon,7,Neihu,25.0759271,121.6207084
1043,Home,2016/8/29,1,Mon,8,Zhongzheng,25.044533,121.512811
1044,Home,2016/8/29,1,Mon,8,Songshan,25.064091,121.547249
1045,Home,2016/8/30,2,Tue,4,Xinyi,25.031792,121.569442
1046,Home,2016/8/30,2,Tue,5,Zhongshan,25.0799029,121.5562777
1047,Home,2016/8/31,3,Wed,5,Wenshan,24.9957384,121.542843
1048,Home,2016/9/1,4,Thu,1,Beitou,25.1474406,121.494526
1049,Home,2016/9/1,4,Thu,3,Nangang,25.0355919,121.613748
1050,Home,2016/9/1,4,Thu,3,Daan,25.0406018,121.5353134
1051,Home,2016/9/1,4,Thu,5,Xinyi,25.0445428,121.5807245
1052,Home,2016/9/2,5,Fri,3,Nangang,25.039052,121.5889349
1053,Home,2016/9/2,5,Fri,3,Wenshan,24.9901475,121.5654201
1054,Home,2016/9/2,5,Fri,7,Wanhua,25.0329717,121.4937194
1055,Home,2016/9/3,6,Sat,1,Zhongshan,25.0644061,121.5423197
1056,Home,2016/9/3,6,Sat,4,Zhongshan,25.0665249,121.539285
1057,Home,2016/9/4,7,Sun,4,Neihu,25.066466,121.612507
1058,Home,2016/9/6,2,Tue,1,Neihu,25.0671133,121.5871516
1059,Home,2016/9/6,2,Tue,5,Neihu,25.076931,121.584459
1060,Home,2016/9/8,4,Thu,4,Beitou,25.1142176,121.5118759
1061,Home,2016/9/9,5,Fri,1,Daan,25.0312825,121.5540842
1062,Home,2016/9/10,6,Sat,1,Daan,25.0283452,121.5537787
1063,Home,2016/9/12,1,Mon,8,Neihu,25.0845479,121.5836901
1064,Home,2016/9/13,2,Tue,7,Daan,25.0292355,121.5543056
1065,Home,2016/9/14,3,Wed,3,Wenshan,24.9928334,121.5390526
1066,Home,2016/9/14,3,Wed,4,Shilin,25.10979,121.5322665
1067,Home,2016/9/14,3,Wed,7,Nangang,25.0476262,121.5849055
1068,Home,2016/9/15,4,Thu,6,Xinyi,25.0362579,121.5855354
1069,Home,2016/9/17,6,Sat,7,Wenshan,24.988205,121.554312
1070,Home,2016/9/18,7,Sun,2,Neihu,25.0621049,121.597327
1071,Home,2016/9/18,7,Sun,4,Xinyi,25.041338,121.582353
1072,Home,2016/9/18,7,Sun,8,Shilin,25.1183268,121.5264892
1073,Home,2016/9/19,1,Mon,2,Wenshan,24.9827084,121.5646358
1074,Home,2016/9/19,1,Mon,3,Xinyi,25.0427099,121.573066
1075,Home,2016/9/19,1,Mon,5,Beitou,25.1293394,121.4994352
1076,Home,2016/9/19,1,Mon,6,Zhongshan,25.0669317,121.5432815
1077,Home,2016/9/20,2,Tue,1,Datong,25.0682979,121.5093662
1078,Home,2016/9/20,2,Tue,6,Nangang,25.0528115,121.6172964
1079,Home,2016/9/20,2,Tue,7,Songshan,25.0652896,121.5658728
1080,Home,2016/9/20,2,Tue,8,Xinyi,25.0373337,121.5824031
1081,Home,2016/9/21,3,Wed,1,Shilin,25.0971871,121.5399762
1082,Home,2016/9/22,4,Thu,5,Daan,25.0288582,121.5548598
1083,Home,2016/9/22,4,Thu,8,Songshan,25.0452256,121.5568716
1084,Home,2016/9/23,5,Fri,1,Beitou,25.118642,121.468816
1085,Home,2016/9/23,5,Fri,1,Shilin,25.0897095,121.5172004
1086,Home,2016/9/23,5,Fri,4,Daan,25.0441923,121.5424754
1087,Home,2016/9/24,6,Sat,3,Xinyi,25.0384723,121.5181038
1088,Home,2016/9/24,6,Sat,5,Songshan,25.0452256,121.5568716
1089,Home,2016/9/25,7,Sun,4,Songshan,25.0454363,121.5555452
1090,Home,2016/9/25,7,Sun,6,Nangang,25.0458652,121.6150046
1091,Home,2016/9/25,7,Sun,7,Neihu,25.0866317,121.5689253
1092,Home,2016/9/28,3,Wed,4,Nangang,25.0474569,121.5940324
1093,Home,2016/9/28,3,Wed,4,Daan,25.0334328,121.5535568
1094,Home,2016/9/29,4,Thu,4,Beitou,25.1061809,121.517476
1095,Home,2016/9/30,5,Fri,6,Zhongzheng,25.025216,121.516878
1096,Home,2016/10/1,6,Sat,2,Neihu,25.0842879,121.5986272
1097,Home,2016/10/1,6,Sat,7,Zhongzheng,25.0290016,121.5152441
1098,Home,2016/10/2,7,Sun,3,Nangang,25.0429569,121.5856511
1099,Home,2016/10/2,7,Sun,3,Nangang,25.027233,121.6548027
1100,Home,2016/10/4,2,Tue,5,Wanhua,25.0348071,121.4913076
1101,Home,2016/10/4,2,Tue,6,Shilin,25.089797,121.504947
1102,Home,2016/10/5,3,Wed,2,Xinyi,25.030158,121.565949
1103,Home,2016/10/6,4,Thu,1,Neihu,25.0880866,121.5892054
1104,Home,2016/10/6,4,Thu,2,Neihu,25.0872616,121.5884774
1105,Home,2016/10/6,4,Thu,8,Zhongzheng,25.030773,121.517418
1106,Home,2016/10/7,5,Fri,2,Datong,25.070453,121.510803
1107,Home,2016/10/7,5,Fri,4,Wanhua,25.0367399,121.5009654
1108,Home,2016/10/7,5,Fri,4,Songshan,25.0584324,121.5661135
1109,Home,2016/10/7,5,Fri,5,Zhongshan,25.0521478,121.5390652
1110,Home,2016/10/7,5,Fri,8,Shilin,25.1210222,121.5341151
1111,Home,2016/10/8,6,Sat,5,Zhongshan,25.0681158,121.5380872
1112,Home,2016/10/9,7,Sun,2,Beitou,25.137199,121.499016
1113,Home,2016/10/9,7,Sun,3,Zhongshan,25.0681158,121.5380872
1114,Home,2016/10/9,7,Sun,6,Beitou,25.1122714,121.513337
1115,Home,2016/10/11,2,Tue,3,Zhongzheng,25.017517,121.52894
1116,Home,2016/10/11,2,Tue,3,Xinyi,25.047192,121.575871
1117,Home,2016/10/11,2,Tue,4,Wanhua,25.024321,121.5023273
1118,Home,2016/10/12,3,Wed,4,Wanhua,25.043787,121.504211
1119,Home,2016/10/14,5,Fri,3,Beitou,25.1217305,121.5113463
1120,Home,2016/10/15,6,Sat,4,Neihu,25.0689281,121.6183404
1121,Home,2016/10/15,6,Sat,5,Zhongshan,25.0659966,121.5280981
